id,location,location_link,incident_date,report_details,contact_info,report_type,status,latitude,longitude
64958,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/13/2021 0:00,تمت سرقة نقودي من المحفظة في السوق.,صح,سرقة,قيد المراجعة,31.1991806,29.8951716
22882,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/18/2021 0:00,تعرضت لسرقة حقيبتي في الشارع.,غلط,سرقة,تم الحل,31.1991806,29.8951716
57422,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/18/2021 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,صح,مشادة,قيد المراجعة,31.1991806,29.8951716
63338,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/19/2021 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,غلط,سرقة,قيد المعالجة,31.1991806,29.8951716
24578,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/25/2021 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,صح,اعتداء,قيد المعالجة,31.1991806,29.8951716
40532,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/26/2021 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,غلط,تحرش,تم الحل,31.1991806,29.8951716
18703,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/26/2021 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,غلط,مشادة,تم الحل,31.1991806,29.8951716
18332,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/27/2021 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,صح,سرقة,تم استلام البلاغ,31.1991806,29.8951716
5349,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/27/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,غلط,مشادة,تم الحل,31.1991806,29.8951716
59648,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/29/2021 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,صح,ابتزاز,قيد المراجعة,31.1991806,29.8951716
97619,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/31/2021 0:00,أحد الأشخاص يهددني بنشر صور خاصة مقابل المال.,صح,ابتزاز,قيد المعالجة,31.1991806,29.8951716
36956,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,5/31/2021 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,غلط,تحرش,قيد المعالجة,31.1991806,29.8951716
21854,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/3/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,غلط,تحرش,قيد المراجعة,31.1991806,29.8951716
93120,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/3/2021 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,صح,اعتداء,تم استلام البلاغ,31.1991806,29.8951716
78530,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/4/2021 0:00,تعرضت لسرقة حقيبتي في الشارع.,غلط,سرقة,قيد المعالجة,31.1991806,29.8951716
62125,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/4/2021 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,صح,اعتداء,قيد المعالجة,31.1991806,29.8951716
58281,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/4/2021 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,غلط,اعتداء,تم استلام البلاغ,31.1991806,29.8951716
84495,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/5/2021 0:00,تمت سرقة نقودي من المحفظة في السوق.,غلط,سرقة,قيد المراجعة,31.1991806,29.8951716
33447,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/6/2021 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,غلط,اعتداء,قيد المراجعة,31.1991806,29.8951716
56521,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/7/2021 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,صح,سرقة,قيد المراجعة,31.1991806,29.8951716
94548,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/9/2021 0:00,تعرضت لسرقة حقيبتي في الشارع.,غلط,سرقة,قيد المراجعة,31.1991806,29.8951716
30691,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/9/2021 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,غلط,اعتداء,تم الاغلاق,31.1991806,29.8951716
25135,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/10/2021 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,غلط,اعتداء,تم الاغلاق,31.1991806,29.8951716
97406,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/11/2021 0:00,حدثت مشادة داخل محل تجاري.,صح,مشادة,تم الحل,31.1991806,29.8951716
68521,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/14/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,قيد المراجعة,31.1991806,29.8951716
86636,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/15/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,غلط,تحرش,قيد المراجعة,31.1991806,29.8951716
8170,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/16/2021 0:00,تم الاعتداء علي بالضرب أمام أحد المحلات.,صح,اعتداء,تم الاغلاق,31.1991806,29.8951716
69878,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/18/2021 0:00,حصلت مشادة كلامية بيني وبين السائق في الميكروباص.,صح,مشادة,تم الحل,31.1991806,29.8951716
11644,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/21/2021 0:00,تمت سرقة نقودي من المحفظة في السوق.,صح,سرقة,قيد المراجعة,31.1991806,29.8951716
37857,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/22/2021 0:00,أحد الأشخاص يهددني بنشر صور خاصة مقابل المال.,غلط,ابتزاز,قيد المراجعة,31.1991806,29.8951716
13374,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/22/2021 0:00,تمت سرقة نقودي من المحفظة في السوق.,صح,سرقة,تم الاغلاق,31.1991806,29.8951716
99475,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/22/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,صح,تحرش,قيد المراجعة,31.1991806,29.8951716
15395,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/24/2021 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,غلط,مشادة,تم استلام البلاغ,31.1991806,29.8951716
7390,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/25/2021 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,صح,سرقة,تم الاغلاق,31.1991806,29.8951716
53071,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/26/2021 0:00,حدثت مشادة داخل محل تجاري.,غلط,مشادة,تم الحل,31.1991806,29.8951716
57096,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/27/2021 0:00,تعرضت لسرقة حقيبتي في الشارع.,صح,سرقة,قيد المراجعة,31.1991806,29.8951716
83433,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/27/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,غلط,مشادة,قيد المراجعة,31.1991806,29.8951716
53787,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,6/29/2021 0:00,تم الاعتداء علي بالضرب أمام أحد المحلات.,غلط,اعتداء,تم الاغلاق,31.1991806,29.8951716
40442,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/3/2021 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,غلط,ابتزاز,تم الحل,31.1991806,29.8951716
79825,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/3/2021 0:00,حصلت مشادة كلامية بيني وبين السائق في الميكروباص.,غلط,مشادة,قيد المراجعة,31.1991806,29.8951716
29759,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/4/2021 0:00,يوجد شخص يطالبني بمبلغ مالي مقابل عدم فضح أمر شخصي.,صح,ابتزاز,تم الاغلاق,31.1991806,29.8951716
56490,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/5/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,غلط,مشادة,تم الاغلاق,31.1991806,29.8951716
36059,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/6/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,غلط,تحرش,قيد المراجعة,31.1991806,29.8951716
31452,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/7/2021 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,صح,سرقة,قيد المعالجة,31.1991806,29.8951716
88654,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/8/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,صح,تحرش,قيد المراجعة,31.1991806,29.8951716
95028,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/10/2021 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,صح,مشادة,تم استلام البلاغ,31.1991806,29.8951716
13381,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/11/2021 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,صح,تحرش,قيد المراجعة,31.1991806,29.8951716
39481,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/13/2021 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,قيد المراجعة,31.1991806,29.8951716
57710,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/13/2021 0:00,حصلت مشادة كلامية بيني وبين السائق في الميكروباص.,غلط,مشادة,قيد المراجعة,31.1991806,29.8951716
83014,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/13/2021 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,صح,مشادة,قيد المراجعة,31.1991806,29.8951716
83016,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/14/2021 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,غلط,اعتداء,تم الاغلاق,31.1991806,29.8951716
79411,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/14/2021 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,غلط,تحرش,تم الاغلاق,31.1991806,29.8951716
19052,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/15/2021 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,صح,اعتداء,تم الحل,31.1991806,29.8951716
35245,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/15/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,قيد المراجعة,31.1991806,29.8951716
17416,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/16/2021 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,صح,تحرش,تم الاغلاق,31.1991806,29.8951716
72460,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/16/2021 0:00,حصلت مشادة كلامية بيني وبين السائق في الميكروباص.,غلط,مشادة,قيد المراجعة,31.1991806,29.8951716
99418,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/18/2021 0:00,تم ابتزازي برسائل نصية تهديدية.,غلط,ابتزاز,تم الاغلاق,31.1991806,29.8951716
2997,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/20/2021 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,غلط,اعتداء,قيد المعالجة,31.1991806,29.8951716
14107,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/21/2021 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,تم استلام البلاغ,31.1991806,29.8951716
75813,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/23/2021 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,صح,اعتداء,تم الحل,31.1991806,29.8951716
7412,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/24/2021 0:00,تمت سرقة نقودي من المحفظة في السوق.,غلط,سرقة,قيد المعالجة,31.1991806,29.8951716
49798,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/24/2021 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,غلط,اعتداء,تم الحل,31.1991806,29.8951716
23492,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/25/2021 0:00,تمت سرقة نقودي من المحفظة في السوق.,صح,سرقة,قيد المراجعة,31.1991806,29.8951716
11082,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/26/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,تم الحل,31.1991806,29.8951716
39891,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/27/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,صح,تحرش,قيد المراجعة,31.1991806,29.8951716
32808,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/28/2021 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,صح,تحرش,قيد المراجعة,31.1991806,29.8951716
80882,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/28/2021 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,غلط,اعتداء,تم الاغلاق,31.1991806,29.8951716
64267,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/28/2021 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,غلط,مشادة,قيد المراجعة,31.1991806,29.8951716
37055,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/30/2021 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,صح,تحرش,قيد المعالجة,31.1991806,29.8951716
30577,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/30/2021 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,صح,مشادة,تم الاغلاق,31.1991806,29.8951716
86850,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,7/31/2021 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,قيد المعالجة,31.1991806,29.8951716
21969,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,8/1/2021 0:00,تم ابتزازي برسائل نصية تهديدية.,غلط,ابتزاز,قيد المراجعة,31.1991806,29.8951716
90090,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,8/6/2021 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,صح,ابتزاز,تم الحل,31.1991806,29.8951716
90412,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,8/6/2021 0:00,حدثت مشادة داخل محل تجاري.,غلط,مشادة,قيد المراجعة,31.1991806,29.8951716
42308,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,8/6/2021 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,غلط,سرقة,تم استلام البلاغ,31.1991806,29.8951716
53616,"الإسكندرية, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%2C%20%D9%85%D8%B5%D8%B1,8/8/2021 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,قيد المعالجة,31.1991806,29.8951716
